experiment	ppid	session_num	trial_num	block_num	trial_num_in_block	start_time	end_time	trial_no	scene	target	response_mode	shift_x	shift_y	shift_z	view_rotation	preview_label	t_starting_pos	standing_y_rotation	target_label	target_pos_x	target_pos_y	target_pos_z	target_euler_x	target_euler_y	target_euler_z	target_bbox_center_x	target_bbox_center_y	target_bbox_center_z	target_bbox_size_x	target_bbox_size_y	target_bbox_size_z	t_scene_preview_start	t_scene_preview_end	t_response_start	t_response_end	response_pos_x_pivot	response_pos_y_pivot	response_pos_z_pivot	response_euler_x	response_euler_y	response_euler_z	tar_error_pos	tar_error_pos_x	tar_error_pos_y	tar_error_pos_z	tar_error_angle	tar_error_euler_x	tar_error_euler_y	tar_error_euler_z	standing_pos_x	standing_pos_y	standing_pos_z	VR_move_location_0	Eye_gaze_location_0	trial_valid	invalid_reason	response_bbox_center_x	response_bbox_center_y	response_bbox_center_z	tar_error_bbox	tar_error_bbox_x	tar_error_bbox_y	tar_error_bbox_z	response_duration	tar_error_surf	trial_status	drop_count	last_drop_time	last_drop_x	last_drop_z	drop1_err_pos	drop2_err_pos	drop3_err_pos	drop4_err_pos	move_dist	tar_error_right_left	tar_error_away_toward
Pilot_Kitchen_cube	15	3	35	1	35	565.2678	580.1729	6	K01	K01_L07	cube	0	0	0	270	Espresso Machine	571.976	279.1968	coffeemaker	-1.82445	0.880285	-0.854397	358.1284	90.56697	358.8811	-1.764189	1.051043	-0.853803	0.345148	0.352667	0.277094	572.4872	574.1086	576.1189	579.1511	-1.793407	0.894124	-0.846714	359.1826	1.949307	12.52439	0.034845	0.031043	0.013839	0.007683	89.13306	1.054169	-88.61766	-346.3568	-1.261592	1.54844	-0.666755	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T035.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T035.csv	1	valid	-1.804268	0.942929	-0.847041	0.115502	-0.040079	-0.108114	0.006762	3.032199999999989	0.0319796237939097	valid	1.0	578.7068	-1.309886	-0.682597					1.4599824746533878	0.007683	-0.031043
Pilot_Kitchen_cube	15	3	36	1	36	581.1834	593.4452	10	K01	K01_L19	cube	0	0	0	270	Kettle	584.3821	276.1483	electrickettle	-1.815528	0.88442	-1.188014	359.4425	51.20193	359.9249	-1.83694	1.015495	-1.169477	0.279372	0.263917	0.277038	584.8933	585.5817	587.5922	592.4235	-1.795761	0.91525	-1.212831	359.4757	353.7327	6.226431	0.044239	0.019766	0.03083	-0.024817	57.72516	0.033234	302.5308	-353.6985	-0.360619	1.711801	-0.477535	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T036.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T036.csv	1	valid	-1.801102	0.964953	-1.213875	0.076224	0.035838	-0.050542	-0.044398	4.831299999999942	0.03172724031490933	valid	1.0	590.924	-1.324218	-0.983547					2.808310772639695	-0.024817	-0.019766
Pilot_Kitchen_cube	15	3	37	1	37	594.4559	603.1191	5	K01	K01_L04	cube	0	0	0	0	Breadbasket	595.1889	7.106446	bunsinbasket	-1.087051	0.883797	1.18928	0.60304	67.68452	1.555164	-1.088983	0.950319	1.190754	0.301863	0.325402	0.296634	595.6998	596.6328	598.644	602.0975	-1.086425	0.906411	1.181053	357.0615	342.1279	356.7071	0.024072	0.000626	0.022614	-0.008227	85.825	356.4584	274.4434	355.1519	-0.604276	1.633083	0.463329	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T037.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T037.csv	1	valid	-1.082906	0.956263	1.179499	0.014105	0.006077	0.005944	-0.011256	3.4534999999999627	0.00825078208414207	valid	1.0	601.3087	-0.85211	0.786307					1.878565104593359	0.000626	-0.008227
Pilot_Kitchen_cube	15	3	38	1	38	604.1298	613.426	8	K01	K01_L13	cube	0	0	0	0	Cutting Board	605.0408	3.996971	cuttingboard	-1.437559	0.891825	1.196799	272.964	60.09008	300.075	-1.436887	0.906805	1.197186	0.245887	0.05029	0.364747	605.5513	606.5955	608.6058	612.4043	-1.435647	0.908267	1.172172	5.534125	320.6454	356.7296	0.029673	0.001912	0.016442	-0.024627	101.9613	-267.4299	260.5553	56.65454	-0.584836	1.678759	0.245234	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T038.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T038.csv	1	valid	-1.436494	0.957953	1.177703	0.054734	0.000393	0.051148	-0.019483	3.79849999999999	0.024701110764497984	valid	1.0	611.1827	-1.101851	0.801037					2.361926610152022	0.001912	-0.024627
Pilot_Kitchen_cube	15	3	40	1	40	627.2093	639.9819	6	K01	K01_L07	cube	0	0	0	270	Espresso Machine	629.4528	267.158	coffeemaker	-1.82445	0.880285	-0.854397	358.1284	90.56697	358.8811	-1.764189	1.051043	-0.853803	0.345148	0.352667	0.277094	629.9638	630.5748	632.585	638.9605	-1.833178	0.899313	-0.854679	2.539042	359.2841	3.65131	0.020936	-0.008728	0.019028	-0.000282	91.49045	-355.5894	268.7171	-355.2298	-1.250867	1.536821	-0.650933	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T040.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T040.csv	1	valid	-1.836389	0.949162	-0.852509	0.124877	-0.0722	-0.10188	0.001294	6.375499999999988	0.008732554494533728	valid	1.0	638.4938	-1.348025	-0.697162					1.8068423549530839	-0.000282	0.008728
Pilot_Kitchen_cube	15	3	41	1	41	640.9928	650.3777	7	K01	K01_L15	cube	0	0	0	270	Water Bottle	642.0146	267.9753	waterbottle	-1.392051	0.883097	-1.231805	0.516519	199.2043	358.5333	-1.400844	0.984469	-1.230697	0.092938	0.203459	0.086649	642.5254	643.1696	645.1799	649.3561	-1.379971	0.920249	-1.220363	2.337226	340.8499	1.982877	0.040707	0.01208	0.037152	0.011441	141.5828	1.820707	141.6456	-356.5504	-0.880224	1.58403	-0.862559	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T041.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T041.csv	1	valid	-1.382274	0.970177	-1.219006	0.026188	0.018571	-0.014291	0.011691	4.176199999999994	0.016638682760362844	valid	1.0	648.9008	-0.963516	-0.955957					1.4990629166474516	0.011441	-0.01208
Pilot_Kitchen_cube	15	3	43	1	43	662.3951	675.2232	1	K01	K01_L05	cube	0	0	0	180	Plant	666.3491	179.073	plant	0.740949	0.010997	-1.475805	357.0071	116.5166	356.3118	0.689599	0.494938	-1.514348	1.09479	0.991716	0.990528	666.86	668.2705	670.2809	674.2015	0.686998	0.126953	-1.500378	2.998286	355.9696	291.2424	0.130232	-0.05395	0.115956	-0.024573	130.647	-354.0089	239.453	-65.06943	0.494411	1.442356	-0.927064	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T043.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T043.csv	1	valid	0.733419	0.145044	-1.496157	0.353096	0.043821	-0.349894	0.018191	3.920600000000036	0.059283578923678304	valid	1.0	673.413	0.730892	-1.29448					1.966807722906882	0.05395	0.024573
Pilot_Kitchen_cube	15	3	44	1	44	676.2339	689.5508	3	K01	K01_L16	cube	0	0	0	90	Flowers	681.0432	84.90761	flowers	1.069949	0.867997	0.834195	0.462501	110.9224	358.712	1.072386	1.089711	0.836063	0.476981	0.447812	0.470179	681.554	682.276	684.2863	688.5291	1.047765	0.896891	0.853292	354.071	342.6137	358.8363	0.041129	-0.022183	0.028894	0.019096	128.3891	353.6085	231.6913	0.124298	0.366952	1.64296	0.383345	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T044.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T044.csv	1	valid	1.050277	0.946613	0.848667	0.145343	-0.022109	-0.143098	0.012604	4.242799999999988	0.0292715777675205	valid	1.0	687.5405	0.689693	0.611843					1.520682595177729	-0.019096	-0.022183
Pilot_Kitchen_cube	15	3	45	1	45	690.5616	700.0022	9	K01	K01_L12	cube	0	0	0	0	Banana	691.6611	349.7737	banana	0.050392	0.908097	1.171279	276.2014	165.8417	147.4809	0.03991	0.907322	1.177484	0.224758	0.057988	0.228644	692.172	693.3938	695.4042	698.9803	0.088333	0.873585	1.142896	3.712706	4.18329	357.7305	0.058619	0.03794	-0.034512	-0.028383	108.6623	-272.4887	-161.6584	210.2496	-0.070991	1.629577	0.586647	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T045.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T045.csv	1	valid	0.090543	0.923441	1.145978	0.061776	0.050634	0.016119	-0.031507	3.5761000000001104	0.04738263574348732	valid	1.0	698.303	-0.002494	0.755841					1.0782147500107135	0.03794	-0.028383
Pilot_Kitchen_cube	15	3	46	1	46	701.0128	712.5194	10	K01	K01_L19	cube	0	0	0	270	Kettle	704.467	273.4088	electrickettle	-1.815528	0.88442	-1.188014	359.4425	51.20193	359.9249	-1.83694	1.015495	-1.169477	0.279372	0.263917	0.277038	704.9788	705.5999	707.6102	711.4976	-1.809519	0.901606	-1.224434	355.5473	13.79454	6.947816	0.040717	0.006008	0.017185	-0.03642	37.92773	-3.895172	-37.40739	-352.9771	-1.080373	1.615925	-0.699899	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T046.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T046.csv	1	valid	-1.816312	0.951089	-1.226734	0.088612	0.020628	-0.064407	-0.057257	3.8874000000000706	0.03691238926160169	valid	1.0	710.7091	-1.339664	-0.930846					2.055431298263256	-0.03642	-0.006008
Pilot_Kitchen_cube	15	3	47	1	47	713.53	725.5696	1	K01	K01_L05	cube	0	0	0	180	Plant	717.2507	182.399	plant	0.740949	0.010997	-1.475805	357.0071	116.5166	356.3118	0.689599	0.494938	-1.514348	1.09479	0.991716	0.990528	717.7617	718.4724	720.4828	724.5477	0.756622	0.134464	-1.432553	283.5563	32.86527	334.3428	0.131759	0.015674	0.123467	0.043252	119.3204	-73.45084	-83.65132	-21.96902	0.473493	1.412183	-0.936904	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T047.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T047.csv	1	valid	0.75103	0.145028	-1.481103	0.356813	0.061432	-0.349909	0.033245	4.064899999999966	0.04600411321827655	valid	1.0	723.6482	0.728944	-1.309309					1.8560855826788847	-0.015674	-0.043252
Pilot_Kitchen_cube	15	3	48	1	48	726.5803	737.3537	5	K01	K01_L04	cube	0	0	0	0	Breadbasket	728.424	356.8598	bunsinbasket	-1.087051	0.883797	1.18928	0.60304	67.68452	1.555164	-1.088983	0.950319	1.190754	0.301863	0.325402	0.296634	728.9349	729.5571	731.5673	736.332	-1.101082	0.898643	1.193153	3.952039	1.727367	0.380353	0.020791	-0.014031	0.014846	0.003874	65.99514	3.348999	-65.95715	-1.174812	-0.540795	1.639081	0.531973	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T048.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T048.csv	1	valid	-1.10131	0.948523	1.196608	0.013764	-0.012327	-0.001796	0.005854	4.764699999999948	0.014555723616502116	valid	1.0	735.5548	-0.807878	0.846739					1.4799290542922217	-0.014031	0.003874
Pilot_Kitchen_cube	15	3	49	1	49	738.3644	752.7808	3	K01	K01_L16	cube	0	0	0	90	Flowers	744.1621	89.39883	flowers	1.069949	0.867997	0.834195	0.462501	110.9224	358.712	1.072386	1.089711	0.836063	0.476981	0.447812	0.470179	744.673	745.3283	747.3387	751.759	1.053174	0.898474	0.841165	358.2422	350.6006	355.8176	0.03548	-0.016775	0.030477	0.00697	120.3878	357.7797	239.6782	-2.894409	0.273349	1.66094	0.249827	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T049.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T049.csv	1	valid	1.057021	0.948317	0.840252	0.142288	-0.015365	-0.141394	0.004189	4.4202999999999975	0.018165393609828547	valid	1.0	750.6153	0.72497	0.610942					1.5762465939562746	-0.00697	-0.016775
Pilot_Kitchen_cube	15	3	50	1	50	753.7916	770.4848	1	K01	K01_L05	cube	0	0	0	180	Plant	759.7891	180.7866	plant	0.740949	0.010997	-1.475805	357.0071	116.5166	356.3118	0.689599	0.494938	-1.514348	1.09479	0.991716	0.990528	760.3001	763.31	765.3101	769.4631	0.724823	0.156659	-1.447446	327.0022	29.86514	309.0593	0.14927	-0.016126	0.145662	0.028358	112.052	-30.00494	-86.65146	-47.25256	0.581649	1.301302	-1.092436	Pilot_Kitchen_cube/15/S003/trackers/VR_move_T050.csv	Pilot_Kitchen_cube/15/S003/trackers/Eye_gaze_T050.csv	1	valid	0.749947	0.183083	-1.481659	0.319318	0.060349	-0.311855	0.032689	4.15300000000002	0.032623316155780374	valid	1.0	768.8188	0.697295	-1.267364					1.5599821219676024	0.016126	-0.028358
Pilot_Kitchen_cube	18	1	2	1	2	125.413	152.1801	6	K01	K01_L07	cube	0	0	0	270	Espresso Machine	135.3201	272.0362	coffeemaker	-1.82445	0.880285	-0.854397	358.1284	90.56697	358.8811	-1.764189	1.051043	-0.853803	0.345148	0.352667	0.277094	135.831	141.9399	143.9501	151.1583	-1.837366	0.889361	-0.85593	1.96603	359.49	7.795584	0.01586	-0.012916	0.009076	-0.001533	91.48659	-356.1624	268.923	-351.0855	-0.07273	1.494737	0.060394	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T002.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T002.csv	1	valid	-1.844163	0.93887	-0.854291	0.137764	-0.079974	-0.112173	-0.000488	7.208200000000005	0.013006657718261209	valid	1.0	148.6149	-1.228318	-0.76272					2.9000165553422264	-0.001533	0.012916
Pilot_Kitchen_cube	18	1	3	1	3	153.1907	192.1861	4	K01	K01_L09	cube	0	0	0	90	Plate	160.2212	89.41034	tablesetting	1.346949	0.883812	0.447195	1.149957	175.9449	2.014389	1.376723	0.896645	0.467217	0.431217	0.056127	0.360425	160.7321	183.0342	185.0446	191.1644	1.297274	0.875247	0.462343	359.4701	353.6404	347.9229	0.052635	-0.049675	-0.008565	0.015148	177.7892	358.3202	177.6955	345.9084	0.112727	1.473216	0.090985	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T003.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T003.csv	1	valid	1.307721	0.924138	0.463052	0.074394	-0.069002	0.027493	-0.004165	6.119799999999998	0.05193329884573087	valid	1.0	189.9981	0.723418	0.287289					1.511855158346691	-0.015148	-0.049675
Pilot_Kitchen_cube	18	1	4	1	4	193.1969	204.1813	9	K01	K01_L12	cube	0	0	0	0	Banana	195.4848	359.3022	banana	0.050392	0.908097	1.171279	276.2014	165.8417	147.4809	0.03991	0.907322	1.177484	0.224758	0.057988	0.228644	195.9957	197.2063	199.2167	203.1595	0.068984	0.881398	1.177225	3.227198	9.137782	3.672825	0.033073	0.018592	-0.026699	0.005946	112.3746	-272.9742	-156.7039	-143.8081	-0.106932	1.493157	0.216055	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T004.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T004.csv	1	valid	0.066268	0.931216	1.180507	0.035705	0.026358	0.023895	0.003023	3.9428000000000054	0.019519666493052597	valid	1.0	202.1711	-0.0425	0.623397					0.9391484376747787	0.018592	0.005946
Pilot_Kitchen_cube	18	1	5	1	5	205.1919	222.6849	1	K01	K01_L05	cube	0	0	0	180	Plant	209.6569	177.7849	plant	0.740949	0.010997	-1.475805	357.0071	116.5166	356.3118	0.689599	0.494938	-1.514348	1.09479	0.991716	0.990528	210.1677	211.6006	213.6108	221.6632	0.742891	0.025108	-1.442205	353.0806	353.5037	354.5094	0.036494	0.001943	0.014111	0.0336	123.2127	-3.926514	236.9871	-1.802429	0.055298	1.465896	-0.394252	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T005.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T005.csv	1	valid	0.748323	0.074516	-1.447621	0.429715	0.058725	-0.420421	0.066727	8.052399999999977	0.03365607469685086	valid	2.0	219.4641	0.754303	-1.090277					2.473286366612287	-0.001943	-0.0336
Pilot_Kitchen_cube	18	1	6	1	6	223.6955	238.6562	9	K01	K01_L12	cube	0	0	0	0	Banana	228.5493	358.9526	banana	0.050392	0.908097	1.171279	276.2014	165.8417	147.4809	0.03991	0.907322	1.177484	0.224758	0.057988	0.228644	229.0601	230.2264	232.2366	237.6345	0.081038	0.880509	1.169033	0.711722	5.405777	0.561266	0.041295	0.030645	-0.027588	-0.002246	107.5864	-275.4897	-160.436	-146.9196	-0.059881	1.508813	0.08738	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T006.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T006.csv	1	valid	0.080609	0.930503	1.169697	0.047481	0.040699	0.023181	-0.007787	5.397899999999993	0.03072819278773159	valid	2.0	236.0352	0.010681	0.627331					1.1378132677448027	0.030645	-0.002246
Pilot_Kitchen_cube	18	1	7	1	7	239.6669	251.7732	9	K01	K01_L12	cube	0	0	0	0	Banana	241.9993	359.1283	banana	0.050392	0.908097	1.171279	276.2014	165.8417	147.4809	0.03991	0.907322	1.177484	0.224758	0.057988	0.228644	242.5103	243.4765	245.4869	250.7515	0.089742	0.886764	1.159187	359.7679	4.442673	1.955052	0.046365	0.03935	-0.021333	-0.012092	106.9528	83.56653	-161.3991	-145.5259	-0.013699	1.507641	0.093622	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T007.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T007.csv	1	valid	0.088026	0.936734	1.159118	0.05931	0.048116	0.029413	-0.018367	5.2646000000000015	0.04116599280959953	valid	1.0	248.7856	0.004349	0.642903					1.1352912162785014	0.03935	-0.012092
Pilot_Kitchen_cube	18	1	8	1	8	252.7839	268.5774	1	K01	K01_L05	cube	0	0	0	180	Plant	256.3714	179.0616	plant	0.740949	0.010997	-1.475805	357.0071	116.5166	356.3118	0.689599	0.494938	-1.514348	1.09479	0.991716	0.990528	256.8822	258.5705	260.5808	267.5557	0.75546	-0.006225	-1.508298	346.9702	357.2506	355.8867	0.039535	0.014512	-0.017222	-0.032493	119.5829	-10.03699	240.734	-0.425079	0.012299	1.435371	-0.519235	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T008.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T008.csv	1	valid	0.759582	0.042362	-1.519357	0.457982	0.069984	-0.452575	-0.005009	6.974899999999991	0.03558601087506148	valid	2.0	265.7453	0.737154	-1.21315					2.4831142956788717	-0.014512	0.032493
Pilot_Kitchen_cube	18	1	9	1	9	269.5881	284.4156	6	K01	K01_L07	cube	0	0	0	270	Espresso Machine	272.6648	270.3446	coffeemaker	-1.82445	0.880285	-0.854397	358.1284	90.56697	358.8811	-1.764189	1.051043	-0.853803	0.345148	0.352667	0.277094	273.1757	275.3861	277.3962	283.3939	-1.83999	0.881724	-0.851673	1.444575	359.0924	5.681657	0.015843	-0.01554	0.001439	0.002725	91.69232	-356.6838	268.5255	-353.1995	-1.021472	1.450662	-0.522873	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T009.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T009.csv	1	valid	-1.844959	0.931462	-0.850497	0.144341	-0.08077	-0.11958	0.003306	5.997699999999952	0.015776938105982515	valid	2.0	282.5385	-1.249014	-0.807913					1.8157398008894021	0.002725	0.01554
Pilot_Kitchen_cube	18	1	11	1	11	305.3406	324.5327	7	K01	K01_L15	cube	0	0	0	270	Water Bottle	310.3829	270.6579	waterbottle	-1.392051	0.883097	-1.231805	0.516519	199.2043	358.5333	-1.400844	0.984469	-1.230697	0.092938	0.203459	0.086649	310.8937	316.6581	318.6685	323.5113	-1.315655	0.893419	-1.222526	0.038923	354.2291	2.852155	0.077646	0.076396	0.010322	0.009279	155.0221	-0.477596	155.0248	-355.6811	-0.79804	1.482742	-0.722241	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T011.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T011.csv	1	valid	-1.318134	0.943357	-1.222742	0.092706	0.08271	-0.041112	0.007955	4.842800000000011	0.07695744705355023	valid	1.0	322.9446	-0.882873	-0.835369					1.3444396406615753	0.009279	-0.076396
Pilot_Kitchen_cube	18	1	12	1	12	325.5435	338.0052	5	K01	K01_L04	cube	0	0	0	0	Breadbasket	328.1424	2.87637	bunsinbasket	-1.087051	0.883797	1.18928	0.60304	67.68452	1.555164	-1.088983	0.950319	1.190754	0.301863	0.325402	0.296634	328.6532	330.1305	332.1407	336.9834	-1.085083	0.884767	1.196879	11.1974	307.0768	3.411504	0.007909	0.001968	0.00097	0.007599	121.0856	10.59437	239.3922	1.85634	-0.151095	1.503501	0.2406	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T012.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T012.csv	1	valid	-1.09461	0.933728	1.200348	0.019974	-0.005626	-0.016591	0.009594	4.842700000000036	0.007849702223651667	valid	1.0	335.2061	-0.757271	0.702121					1.693809720756315	0.001968	0.007599
Pilot_Kitchen_cube	18	1	13	1	13	339.0158	349.4449	8	K01	K01_L13	cube	0	0	0	0	Cutting Board	340.4376	3.698403	cuttingboard	-1.437559	0.891825	1.196799	272.964	60.09008	300.075	-1.436887	0.906805	1.197186	0.245887	0.05029	0.364747	340.9483	342.5368	344.5471	348.4231	-1.450089	0.885226	1.217623	2.827013	330.5439	356.7156	0.025183	-0.01253	-0.006599	0.020824	96.41341	-270.137	270.4539	56.64056	-0.560062	1.444158	0.469976	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T013.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T013.csv	1	valid	-1.448806	0.935083	1.221175	0.038951	-0.011919	0.028278	0.023989	3.8759999999999764	0.02430308367265348	valid	1.0	347.4346	-1.048094	0.741426					1.72985655130357	-0.01253	0.020824
Pilot_Kitchen_cube	18	1	15	1	15	364.7387	377.3669	4	K01	K01_L09	cube	0	0	0	90	Plate	365.8937	94.55743	tablesetting	1.346949	0.883812	0.447195	1.149957	175.9449	2.014389	1.376723	0.896645	0.467217	0.431217	0.056127	0.360425	366.4046	367.7931	369.8035	376.3452	1.314364	0.866082	0.435411	356.4448	349.607	358.6096	0.038922	-0.032584	-0.017729	-0.011785	173.5988	355.2948	173.6622	356.5953	0.630375	1.471895	0.196803	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T015.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T015.csv	1	valid	1.316117	0.915971	0.432581	0.072431	-0.060606	0.019326	-0.034637	6.541699999999992	0.03465032295664777	valid	2.0	375.8565	0.769498	0.252526					1.6165135525052872	0.011785	-0.032584
Pilot_Kitchen_cube	18	1	16	1	16	378.3777	391.5392	5	K01	K01_L04	cube	0	0	0	0	Breadbasket	380.155	357.4393	bunsinbasket	-1.087051	0.883797	1.18928	0.60304	67.68452	1.555164	-1.088983	0.950319	1.190754	0.301863	0.325402	0.296634	380.6655	383.2867	385.2971	390.5283	-1.063111	0.892311	1.179263	357.0914	330.5751	357.3027	0.027312	0.02394	0.008514	-0.010017	97.31188	356.4884	262.8906	355.7475	-0.437642	1.489819	0.505927	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T016.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T016.csv	1	valid	-1.059816	0.942192	1.178211	0.032773	0.029167	-0.008127	-0.012543	5.231200000000001	0.02595118280541375	valid	2.0	389.8397	-0.708383	0.663456					1.333010869639975	0.02394	-0.010017
Pilot_Kitchen_cube	18	1	17	1	17	392.5498	404.5449	7	K01	K01_L15	cube	0	0	0	270	Water Bottle	395.4263	267.3401	waterbottle	-1.392051	0.883097	-1.231805	0.516519	199.2043	358.5333	-1.400844	0.984469	-1.230697	0.092938	0.203459	0.086649	395.9372	397.2479	399.2582	403.5231	-1.338997	0.868026	-1.193574	358.8783	348.7241	2.494672	0.067107	0.053054	-0.015071	0.03823	149.5626	358.3618	149.5198	-356.0386	-0.414047	1.45928	-0.430473	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T017.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T017.csv	1	valid	-1.34094	0.917969	-1.194959	0.096374	0.059904	-0.0665	0.035738	4.2649000000000115	0.06539370212031127	valid	1.0	402.5012	-0.870493	-0.862781					1.754323232869818	0.03823	-0.053054
Pilot_Kitchen_cube	18	1	18	1	18	405.5557	417.8617	1	K01	K01_L05	cube	0	0	0	180	Plant	408.5432	180.652	plant	0.740949	0.010997	-1.475805	357.0071	116.5166	356.3118	0.689599	0.494938	-1.514348	1.09479	0.991716	0.990528	409.0542	410.3314	412.3417	416.8399	0.712952	-0.017225	-1.444094	339.4389	5.782798	342.8906	0.050852	-0.027997	-0.028222	0.031711	114.8802	-17.56821	-110.7338	-13.42123	0.518371	1.387835	-0.923813	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T018.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T018.csv	1	valid	0.725896	0.027518	-1.462274	0.47171	0.036297	-0.467419	0.052075	4.498199999999997	0.04230153105976188	valid	1.0	415.8293	0.732415	-1.176906					1.639934124110274	0.027997	-0.031711
Pilot_Kitchen_cube	18	1	19	1	19	418.8724	436.2765	10	K01	K01_L19	cube	0	0	0	270	Kettle	422.5931	267.1985	electrickettle	-1.815528	0.88442	-1.188014	359.4425	51.20193	359.9249	-1.83694	1.015495	-1.169477	0.279372	0.263917	0.277038	423.1041	428.6352	430.6454	435.2548	-1.862521	0.870758	-1.163006	353.928	1.617719	9.58268	0.054959	-0.046994	-0.013662	0.025008	50.18975	-5.514496	-49.58421	-350.3423	-0.890849	1.485059	-0.677586	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T019.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T019.csv	1	valid	-1.870989	0.919783	-1.167984	0.101599	-0.034049	-0.095712	0.001493	4.609399999999994	0.05323290442010469	valid	1.0	434.3328	-1.309554	-0.990764					2.0860832378589347	0.025008	0.046994
Pilot_Kitchen_cube	18	1	20	1	20	437.2872	448.4715	4	K01	K01_L09	cube	0	0	0	90	Plate	439.8972	89.25907	tablesetting	1.346949	0.883812	0.447195	1.149957	175.9449	2.014389	1.376723	0.896645	0.467217	0.431217	0.056127	0.360425	440.4081	441.6632	443.6735	447.4511	1.382383	0.860833	0.435363	359.9504	356.0184	355.3983	0.043858	0.035434	-0.022978	-0.011832	179.8631	358.8004	180.0736	353.3839	0.471347	1.433715	0.145016	Pilot_Kitchen_cube/18/S001/trackers/VR_move_T020.csv	Pilot_Kitchen_cube/18/S001/trackers/Eye_gaze_T020.csv	1	valid	1.386387	0.910672	0.435599	0.035915	0.009665	0.014027	-0.031619	3.7776000000000067	0.037357256055550944	valid	2.0	446.6945	0.84555	0.28348					1.1380191983751335	0.011832	0.035434
